Year,Date,Date_lb,Polling firm,Client,Interview mode,Sample size,pv_party,pv_prop,2pp_party_1,2pp_party_1_prop,2pp_party_2,2pp_party_2_prop
2026,12-16 Jan,12/1/2026,Newspoll,The Australian,Online,"1,224",OTH,13.0,NA,NA,NA,NA
2026,12-16 Jan,12/1/2026,Newspoll,The Australian,Online,"1,224",NA,NA,ALP,55.0,L/NP,45.0
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",ALP,30.0,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",LIB,28.0,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",NAT,2.5,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",GRN,13.5,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",ONP,15.0,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",IND,11.0,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",OTH,11.0,NA,NA,NA,NA
2026,5-11 Jan,5/1/2026,Roy Morgan,NA,Online,"1,676",NA,NA,ALP,52.0,L/NP,48.0
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",L/NP,25.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",ALP,29.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",GRN,14.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",ONP,21.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",IND,11.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",OTH,11.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",NA,NA,ALP,53.0,L/NP,47.0
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",NA,NA,ALP,56.0,ONP,44.0
2026,5-6 Jan,5/1/2026,Fox & Hedgehog,The Daily Telegraph,Online,"1,608",NA,NA,L/NP,63.0,ONP,37.0
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",L/NP,23.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",ALP,29.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",GRN,12.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",ONP,23.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",IND,13.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",OTH,13.0,NA,NA,NA,NA
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",NA,NA,ALP,52.0,L/NP,48.0
2026,5-6 Jan,5/1/2026,DemosAU,Capital Brief,Online,"1,027",NA,NA,ALP,50.0,ONP,50.0
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,L/NP,31.8,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,ALP,34.6,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,GRN,12.2,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,ONP,6.4,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,IND,7.4,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,OTH,7.6,NA,NA,NA,NA
2026,3 May 2025,3/5/2026,Election,Election,Election,Election,NA,NA,ALP,55.2,L/NP,44.8
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",ALP,30.0,NA,NA,NA,NA
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",L/NP,24.0,NA,NA,NA,NA
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",GRN,13.0,NA,NA,NA,NA
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",ONP,20.0,NA,NA,NA,NA
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",IND,7.0,NA,NA,NA,NA
2025,16-23 Dec,16/12/2025,YouGov,Sky News Australia,Online,"1,869",OTH,6.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",ALP,32.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",L/NP,28.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",GRN,12.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",ONP,16.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",IND,8.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",OTH,4.0,NA,NA,NA,NA
2025,17-20 Dec,17/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,010",NA,NA,ALP,54.0,L/NP,46.0
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",ALP,30.5,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",L/NP,27.5,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",GRN,13.0,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",ONP,17.0,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",IND,12.0,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",OTH,12.0,NA,NA,NA,NA
2025,8-14 Dec,8/12/2025,Roy Morgan,NA,Online,"1,574",NA,NA,ALP,54.5,L/NP,45.5
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",ALP,35.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",L/NP,26.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",GRN,13.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",ONP,17.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",IND,9.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",OTH,9.0,NA,NA,NA,NA
2025,5-12 Dec,5/12/2025,RedBridge/Accent,Australian Financial Review,Online,"1,012",NA,NA,ALP,56.0,L/NP,44.0
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",ALP,34.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",L/NP,26.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",GRN,10.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",ONP,17.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",IND,12.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",OTH,12.0,NA,NA,NA,NA
2025,3-8 Dec,3/12/2025,Essential,The Guardian,Online,"1,300",NA,NA,ALP,52.1,L/NP,47.9
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",ALP,35.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",L/NP,26.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",GRN,11.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",ONP,14.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",IND,8.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",OTH,6.0,NA,NA,NA,NA
2025,2-7 Dec,2/12/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",NA,NA,ALP,55.0,L/NP,45.0
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",ALP,32.0,NA,NA,NA,NA
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",L/NP,24.0,NA,NA,NA,NA
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",GRN,13.0,NA,NA,NA,NA
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",ONP,19.0,NA,NA,NA,NA
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",IND,6.0,NA,NA,NA,NA
2025,26 Nov - 2 Dec,26/11/2025,YouGov,Sky News Australia,Online,"1,605",OTH,6.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",ALP,35.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",L/NP,26.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",GRN,10.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",ONP,18.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",IND,11.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",OTH,11.0,NA,NA,NA,NA
2025,7-26 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"4,775",NA,NA,ALP,54.0,L/NP,46.0
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",ALP,36.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",L/NP,27.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",GRN,11.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",ONP,15.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",IND,13.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",OTH,13.0,NA,NA,NA,NA
2025,19-24 Nov,19/11/2025,Essential,The Guardian,Online,"1,020",NA,NA,ALP,53.2,L/NP,46.8
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",ALP,36.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",L/NP,24.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",GRN,13.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",ONP,15.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",IND,12.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",OTH,12.0,NA,NA,NA,NA
2025,17-20 Nov,17/11/2025,Newspoll,The Australian,Online,"1,245",NA,NA,ALP,58.0,L/NP,42.0
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",ALP,34.0,NA,NA,NA,NA
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",L/NP,26.0,NA,NA,NA,NA
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",GRN,12.0,NA,NA,NA,NA
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",ONP,18.0,NA,NA,NA,NA
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",IND,5.0,NA,NA,NA,NA
2025,12-17 Nov,12/11/2025,YouGov (MRP),Climate Council,Online,"3,530",OTH,5.0,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",ALP,33.0,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",L/NP,25.0,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",GRN,12.5,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",ONP,17.5,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",IND,12.0,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",OTH,12.0,NA,NA,NA,NA
2025,4-17 Nov,4/11/2025,Spectre Strategy,The Daily Telegraph,Online,"1,007",NA,NA,ALP,53.0,L/NP,47.0
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",ALP,33.0,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",L/NP,27.0,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",GRN,12.5,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",ONP,14.0,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",IND,13.5,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",OTH,13.5,NA,NA,NA,NA
2025,20 Oct - 16 Nov,20/10/2025,Roy Morgan,NA,Online,"5,248",NA,NA,ALP,56.5,L/NP,43.5
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",ALP,38.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",L/NP,24.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",GRN,9.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",ONP,18.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",IND,11.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",OTH,11.0,NA,NA,NA,NA
2025,7-13 Nov,7/11/2025,RedBridge/Accent,Australian Financial Review,Online,"1,011",NA,NA,ALP,56.0,L/NP,44.0
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",ALP,33.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",L/NP,24.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",GRN,13.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",ONP,17.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",IND,13.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",OTH,13.0,NA,NA,NA,NA
2025,5 Oct - 11 Nov,5/10/2025,DemosAU (MRP),NA,Online,"6,928",NA,NA,ALP,56.0,L/NP,44.0
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",ALP,33.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",L/NP,29.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",GRN,12.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",ONP,12.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",IND,7.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",OTH,6.0,NA,NA,NA,NA
2025,4-8 Nov,4/11/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,804",NA,NA,ALP,53.0,L/NP,47.0
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",ALP,36.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",L/NP,24.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",GRN,11.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",ONP,15.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",IND,14.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",OTH,14.0,NA,NA,NA,NA
2025,27-30 Oct,27/10/2025,Newspoll,The Australian,Online,"1,265",NA,NA,ALP,57.0,L/NP,43.0
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",ALP,33.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",L/NP,27.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",GRN,12.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",ONP,13.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",IND,7.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",OTH,8.0,NA,NA,NA,NA
2025,23-30 Oct,23/10/2025,YouGov,The Australia Institute,Online,"4,578",NA,NA,ALP,56.0,L/NP,44.0
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",ALP,36.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",L/NP,26.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",GRN,9.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",ONP,15.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",IND,14.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",OTH,14.0,NA,NA,NA,NA
2025,22-27 Oct,22/10/2025,Essential,The Guardian,Online,"1,041",NA,NA,ALP,53.2,L/NP,46.8
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",ALP,33.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",L/NP,31.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",GRN,14.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",ONP,10.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",IND,11.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",OTH,11.0,NA,NA,NA,NA
2025,15-20 Oct,15/10/2025,Freshwater,The Daily Telegraph,Online,"1,530",NA,NA,ALP,55.0,L/NP,45.0
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",ALP,35.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",L/NP,27.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",GRN,13.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",ONP,12.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",IND,13.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",OTH,13.0,NA,NA,NA,NA
2025,22 Sep - 19 Oct,22/9/2025,Roy Morgan,NA,Online,"4,908",NA,NA,ALP,57.0,L/NP,43.0
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",ALP,34.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",L/NP,28.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",GRN,11.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",ONP,12.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",IND,9.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",OTH,7.0,NA,NA,NA,NA
2025,7-12 Oct,7/10/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",NA,NA,ALP,55.0,L/NP,45.0
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",ALP,34.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",L/NP,29.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",GRN,11.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",ONP,14.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",IND,12.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",OTH,12.0,NA,NA,NA,NA
2025,25 Sep - 7 Oct,25/9/2025,RedBridge/Accent,Australian Financial Review,Online,"1,997",NA,NA,ALP,54.0,L/NP,46.0
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",ALP,37.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",L/NP,28.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",GRN,12.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",ONP,11.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",IND,12.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",OTH,12.0,NA,NA,NA,NA
2025,29 Sep - 2 Oct,29/9/2025,Newspoll,The Australian,Online,"1,264",NA,NA,ALP,57.0,L/NP,43.0
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",ALP,34.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",L/NP,27.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",GRN,12.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",ONP,12.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",IND,8.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",OTH,14.0,NA,NA,NA,NA
2025,25-30 Sep,25/9/2025,YouGov,NA,Online,"1,329",NA,NA,ALP,56.0,L/NP,44.0
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",ALP,35.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",L/NP,27.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",GRN,11.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",ONP,13.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",IND,14.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",OTH,14.0,NA,NA,NA,NA
2025,24-29 Sep,24/9/2025,Essential,The Guardian,Online,"1,001",NA,NA,ALP,53.7,L/NP,46.3
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",ALP,34.0,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",L/NP,30.0,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",GRN,12.0,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",ONP,9.5,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",IND,14.5,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",OTH,14.5,NA,NA,NA,NA
2025,25 Aug - 21 Sep,25/8/2025,Roy Morgan,NA,Online,"5,084",NA,NA,ALP,55.5,L/NP,44.5
2025,9-13 Sep,9/9/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",ALP,35.0,NA,NA,NA,NA
2025,9-13 Sep,9/9/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",L/NP,27.0,NA,NA,NA,NA
2025,9-13 Sep,9/9/2025,Resolve,Sydney Morning Herald/The Age,Telephone& Online,"1,800",GRN,11.0,NA,NA,NA,NA
